condition,description,title,brand,price,product_type,custom_label_0,timestamp
used,Used 2018 GMC Sierra 1500,Pre-Owned 2018 GMC Sierra 1500 SLT Crew Cab,GMC,22719 USD,Truck,Sierra 1500,24-03-2024 15:27
used,Used 2022 Buick Encore GX,Pre-Owned 2022 Buick Encore GX Preferred,Buick,22606 USD,SUV,Encore GX,25-11-2024 15:44
used,Used 2020 Toyota RAV4,Pre-Owned 2020 Toyota RAV4 XLE,Toyota,22556 USD,SUV,RAV4,04-09-2024 22:12
used,Used 2021 Chevrolet Equinox,Pre-Owned 2021 Chevrolet Equinox LT,Chevrolet,22233 USD,SUV,Equinox,06-11-2024 15:30
used,Used 2020 Ford Edge,Pre-Owned 2020 Ford Edge SEL,Ford,22145 USD,SUV,Edge,19-03-2024 00:17
used,Used 2022 GMC Terrain,Pre-Owned 2022 GMC Terrain SLE,GMC,24498 USD,SUV,Terrain,13-08-2024 02:12
cpo,CPO 2017 Ford F-150,Pre-Owned 2017 Ford F-150 XLT,Ford,24087 USD,Truck,F-150,02-04-2024 12:03
cpo,Used 2016 Chevrolet Silverado 1500,Pre-Owned 2016 Chevrolet Silverado 1500 LTZ 4WD Crew Cab 1435 LTZ w1LZ,Chevrolet,23500 USD,Truck,Silverado 1500,16-03-2024 08:59
cpo,Used 2020 GMC Sierra 1500,Pre-Owned 2020 GMC Sierra 1500 SLE Crew Cab,GMC,23313 USD,Truck,Sierra 1500,02-04-2024 08:16
cpo,Used 2022 Ford Edge,Pre-Owned 2022 Ford Edge SEL,Ford,23293 USD,SUV,Edge,04-11-2024 01:14
cpo,Used 2021 Chevrolet Equinox,Pre-Owned 2021 Chevrolet Equinox LT,Chevrolet,23105 USD,SUV,Equinox,22-05-2024 00:21
cpo,Used 2021 Chevrolet Blazer,Pre-Owned 2021 Chevrolet Blazer 3LT,Chevrolet,23067 USD,SUV,Blazer,30-03-2024 12:11
cpo,Used 2016 Chevrolet Suburban,Pre-Owned 2016 Chevrolet Suburban LT,Chevrolet,23000 USD,SUV,Suburban,30-03-2024 20:52
cpo,Used 2018 GMC Sierra 1500,Pre-Owned 2018 GMC Sierra 1500 SLT Crew Cab,GMC,22719 USD,Truck,Sierra 1500,01-01-2024 13:02
cpo,Used 2022 Buick Encore GX,Pre-Owned 2022 Buick Encore GX Preferred,Buick,22606 USD,SUV,Encore GX,12-05-2024 07:55
cpo,Used 2020 Toyota RAV4,Pre-Owned 2020 Toyota RAV4 XLE,Toyota,22556 USD,SUV,RAV4,06-03-2024 00:49
cpo,Used 2021 Chevrolet Equinox,Pre-Owned 2021 Chevrolet Equinox LT,Chevrolet,22233 USD,SUV,Equinox,26-04-2024 19:07
cpo,Used 2020 Ford Edge,Pre-Owned 2020 Ford Edge SEL,Ford,22145 USD,SUV,Edge,13-04-2024 06:52
cpo,Used 2022 GMC Terrain,Pre-Owned 2022 GMC Terrain SLE,GMC,24498 USD,SUV,Terrain,21-06-2024 04:10
